sample_index,question_id,question,ground_truth_answer,gold_doc_id,top_k,rank,retrieved_doc_id,score,retrieval_hit,retrieved_text
0,indonesian-1653118927826418646-2,dimanakah Dr. Ernest François Eugène Douwes Dekker dilahirkan?,"Pasuruan, Jawa Timur",0,10,2,2985,0.5835148096084595,True,"Desiderius Erasmus dilaporkan lahir di Rotterdam pada tanggal 28 Oktober, di akhir tahun 1460-an.[1][7] Ia dinamai seturut nama Santo Erasmus dari Formia, seorang tokoh yang disukai oleh Gerard, ayah Erasmus.[8] Suatu legenda dari abad ke-17 menyebutkan bahwa Erasmus awalnya dinamakan Geert Geerts (juga Gerhard Gerhards atau Gerrit Gerritsz),[9] namun hal itu tidak berdasar.[10] Ia lahir di Rotterdam, namun, ada anggapan bahwa tidak terdapat cukup catatan untuk memastikannya. Sebuah lukisan kayu yang terkenal mengindikasikan: Goudæ conceptus, Roterodami natus (bahasa Latin yang artinya: dikandung di Gouda, lahir di Rotterdam). Menurut sebuah artikel yang ditulis oleh sejarawan Renier Snooy (1478–1537), Erasmus lahir di Gouda."
0,indonesian-1653118927826418646-2,dimanakah Dr. Ernest François Eugène Douwes Dekker dilahirkan?,"Pasuruan, Jawa Timur",0,10,3,2516,0.5011759996414185,True,"Ernest Hemingway dilahirkan pada 21 Juli 1899 di Oak Park, Illinois, sebuah suburban dari Chicago. Hemingway adalah anak lelaki pertama dan anak kedua dari enam anak yang dilahirkan dalam keluarga Clarence Edmonds (""Doctor Ed"") dan Grace Hall Hemingway. Ayah Hemingway, seorang dokter, menyaksikan kelahiran Ernest dan kemudian meniup sebuah serunai di teras depannya, untuk mengumumkan kepada tetangga-tetangganya bahwa istrinya telah melahirkan seorang bayi lelaki. Keluarga Hemingway tinggal di sebuah rumah bergaya Victoria dengan enam kamar tidur, yang dibangun oleh nenek Ernest dari pihak ibunya yang telah menjanda, Ernest Hall, seorang imigran Inggris dan veteran Perang Saudara yang tinggal bersama keluarga itu. Nama Hemingway diberikan mengikuti nama neneknya."
0,indonesian-1653118927826418646-2,dimanakah Dr. Ernest François Eugène Douwes Dekker dilahirkan?,"Pasuruan, Jawa Timur",0,10,4,2763,0.4918449819087982,True,"Émilie Du Châtelet lahir di Paris, Perancis, pada17 December 1706 dari pasangan Baron Louis Nicholas le Tonnelier de Breteuil dan Gabrielle Anne de Froullay, Baronne de Breteuil.[3] Ia merupakan putri satu-satunya dari enam bersaudara. Emilie lahir dari keluarga bangsawan dan sejak kecil diketahui memiliki ketertarikan yang tinggi terhadap bahasa, matematika, dan ilmu pengetahuan alam.[1][7] Emilie dibesarkan di Paris pada periode 1710an. Ibunya selalu mengancam akan mengirimkannya ke biara karena tidak bertindak seperti anak perempuan pada umumnya dimasa itu; bertindak tidak sopan di pesta dan juga tidak terlalu peduli terhadap gaya berpakaian.[7][8] Alih-alih, Emilie lebih menyukai topik-topik yang berkaitan dengan matematika dan astronomi, yang pada masa itu didominasi oleh pria.[8] Ayah Emilie sebaliknya, merupakan sosok yang sangat peduli dengan keinginan putri semata wayangnya. Ia menghalang-halangi keinginan istrinya untuk mengirim putrinya belajar di biara. Alih-alih, ia menyewa tutor secara pribadi untuk mengajari Emilie beberapa bahasa asing dan matematika.[8]"
0,indonesian-1653118927826418646-2,dimanakah Dr. Ernest François Eugène Douwes Dekker dilahirkan?,"Pasuruan, Jawa Timur",0,10,5,3481,0.48238256573677063,True,"Theodore Beza lahir di Vézelay, dalam wilayah Burgundy, Perancis. Ayahnya, Pierre de Beze, royal governor Vézelay, adalah keturunan keluarga Burgundian yang terpandang; ibunya, Marie Bourdelot, terkenal karena kedermawanannya. Ayah Beza mempunyai dua saudara laki-laki; Nicholas, seorang anggota Parliament di Paris; dan Claude, seorang abbott monastery Sisterian Froimont dalam diokese Beauvais."
0,indonesian-1653118927826418646-2,dimanakah Dr. Ernest François Eugène Douwes Dekker dilahirkan?,"Pasuruan, Jawa Timur",0,10,6,3097,0.48133528232574463,True,"Rene Descartes sering disebut sebagai bapak filsafat modern. Rene Descartes lahir di La Haye Touraine-Prancis dari sebuah keluarga borjuis. Ayah Descartes adalah ketua Parlemen Inggris dan memiliki tanah yang cukup luas (borjuis). Ketika ayah Descartes meninggal dan menerima warisan ayahnya, ia menjual tanah warisan itu, dan menginvestasikan uangnya dengan pendapatan enam atau tujuh ribu franc per tahun. Dia bersekolah di Universitas Jesuit di La Fleche dari tahun 1604-1612, yang tampaknya telah memberikan dasar-dasar matematika modern walaupun sebenarnya pendidikan itu bidang hukum. Pada tahun 1612, dia pergi ke Paris, namun kehidupan sosial di sana dia anggap membosankan, dan kemudian dia mengasingkan diri ke daerah terpencil di Prancis untuk menekuni Geometri, nama daerah terpencil itu Faubourg. Teman-temannya menemukan dia di tempat perasingan yang ia tinggali, maka untuk lebih menyembunyikan diri, ia memutuskan untuk mendaftarkan diri menjadi tentara Belanda (1617). Ketika Belanda dalam keadaan damai, dia tampak menikmati meditasinya tanpa gangguan selama dua tahun. Tetapi, meletusnya Perang Tiga Puluh Tahun mendorongnya untuk mendaftarkan diri sebagai tentara Bavaria (1619). Di Bavaria inilah selama musim dingin 1619-1620, dia mendapatkan pengalaman yang dituangkannya ke dalam buku Discours de la Methode (Russel, 2007:733). Descartes, kadang dipanggil ""Penemu Filsafat Modern"" dan ""Bapak Matematika Modern"", adalah salah satu pemikir paling penting dan berpengaruh dalam sejarah barat modern. Dia menginspirasi generasi filsuf kontemporer dan setelahnya, membawa mereka untuk membentuk apa yang sekarang kita kenal sebagai rasionalisme kontinental, sebuah posisi filosofikal pada Eropa abad ke-17 dan 18."
0,indonesian-1653118927826418646-2,dimanakah Dr. Ernest François Eugène Douwes Dekker dilahirkan?,"Pasuruan, Jawa Timur",0,10,7,3627,0.47703564167022705,True,"Fryderyk Franciszek Chopin lahir di Zelazowa Wola,[4] dekat Warsawa, Polandia tanggal 1 Maret 1810. Ayahnya, Nicolas Chopin berasal dari Marainville, Prancis. Sedangkan ibunya, Tekla-Justyna Kryzanowka adalah orang Polandia. Ayahnya seorang Guru Bahasa Perancis di Warschauer Lyzeum, yang juga memainkan alat musik yaitu Biola dan Flute. Sedangkan Ibunya seorang pianis hebat. Chopin mempunyai tiga saudara kandung. Ludwika Marianna Chopin (1807-1855) adalah kakak kandung Chopin yang pertama. Justyna Izabela Chopin (1811-1881) adalah anak ke-3 dari keluarga Chopin. Dan saudari bungsunya bernama Emilia Chopin (1812-1827). Untuk menghindari wajib militer, pada tahun 1787 Nicolas Chopin meninggalkan Prancis dan menetap di Polandia. Chopin lahir tak lama setelah kedua orangtuanya pindah ke Polandia. Chopin memiliki bakat alamiah dalam bermain piano, hal ini terlihat dalam improvisasi-imporivasinya untuk piano. Komposisi pertama yang dia buat adalah Polonaisen g-Minor dan Bes-Mayor. Pada umur delapan, dia tampil di depan publik dengan memainkan piano konserto milik Gywortez. Chopin mendapatkan pendidikan musik pertamanya oleh pianis Bohemia Adalbert Żiwny."
0,indonesian-1653118927826418646-2,dimanakah Dr. Ernest François Eugène Douwes Dekker dilahirkan?,"Pasuruan, Jawa Timur",0,10,8,1889,0.4717214107513428,True,"Pada 1902 Durkheim akhirnya mencapai tujuannya untuk memperoleh kedudukan terhormat di Paris ketika ia menjadi profesor di Sorbonne. Karena universitas-universitas Perancis secara teknis adalah lembaga-lembaga untuk mendidik guru-guru untuk sekolah menengah, posisi ini memberikan Durkheim pengaruh yang cukup besar – kuliah-kuliahnya wajib diambil oleh seluruh mahasiswa. Apapun pendapat orang, pada masa setelah Peristiwa Dreyfus, untuk mendapatkan pengangkatan politik, Durkheim memperkuat kekuasaan kelembagaannya pada 1912 ketika ia secara permanen diberikan kursi dan mengubah namanya menjadi kursi pendidikan dan sosiologi. Pada tahun itu pula ia menerbitkan karya besarnya yang terakhir “Bentuk-bentuk Elementer dari Kehidupan Keagamaan”."
0,indonesian-1653118927826418646-2,dimanakah Dr. Ernest François Eugène Douwes Dekker dilahirkan?,"Pasuruan, Jawa Timur",0,10,9,2208,0.45644181966781616,True,"Anak Mojokerto, juga dikenal sebagai Mojokerto 1 dan Perning 1, adalah fosil bagian atas tengkorak dari remaja manusia purba. Ia ditemukan pada Februari 1936 dekat Mojokerto (Jawa Timur, Indonesia) oleh seorang anggota tim penggalian yang dipimpin oleh Ralph von Koenigswald. Von Koenigswald pertama menanamkan spesimen tersebut Pithecanthropus modjokertensis namun segera mengganti namanya menjadi Homo modjokertensis karena Eugène Dubois–penemu Manusia Jawa, yang kemudian dinamakan Pithecanthropus erectus–tidak setuju bahwa fosil baru tersebut adalah sejenis Pithecanthropus. Bagian atas tengkorak tersebut kini diidentifikasi sebagai milik spesies Homo erectus."
0,indonesian-1653118927826418646-2,dimanakah Dr. Ernest François Eugène Douwes Dekker dilahirkan?,"Pasuruan, Jawa Timur",0,10,10,1996,0.4561295509338379,True,"Stephen dari Inggris atau Étienne (lahir sek. 1096 - wafat 25 Oktober 1154 pada usia 57 tahun), juga kerap disebut Étienne dari Blois (Bahasa Prancis: Étienne de Blois, Estienne de Blois), adalah seorang Raja Inggris dan cucu dari William sang Penakluk. Ia menjadi raja Inggris sejak tahun 1135 sampai dengan saat kematiannya, serta atas hak istrinya (juro uxoris) juga adalah Comte Boulogne. Masa pemerintahannya ditandai dengan terjadinya perang saudara melawan sepupu dan saingannya, yaitu Maharani Matilda, sehingga masa tersebut sering dijuluki dengan nama Anarki. Ia digantikan oleh putra Matilda, Henry II, yang menjadi raja pertama dari Wangsa Angevin (atau juga disebut Wangsa Plantagenet)."
1,indonesian--6681782391154035358-9,Kapan PBB mulai terbentuk ?,24 Oktober 1945,1,1,1,2,0.7230628728866577,False,"Perserikatan Bangsa-Bangsa (PBB, English: United Nations, disingkat UN) adalah organisasi internasional yang didirikan pada tanggal 24 Oktober 1945 untuk mendorong kerjasama internasional. Badan ini merupakan pengganti Liga Bangsa-Bangsa dan didirikan setelah Perang Dunia II untuk mencegah terjadinya konflik serupa. Pada saat didirikan, PBB memiliki 51 negara anggota; saat ini terdapat 193 anggota. Selain negara anggota, beberapa organisasi internasional, dan organisasi antar-negara mendapat tempat sebagai pengamat permanen yang mempunyai kantor di Markas Besar PBB, dan ada juga yang hanya berstatus sebagai pengamat.[3] Palestina dan Vatikan adalah negara bukan anggota (non-member states) dan termasuk pengamat permanen (Tahta Suci mempunyai wakil permanen di PBB, sedangkan Palestina mempunyai kantor permanen di PBB)[4]"
1,indonesian--6681782391154035358-9,Kapan PBB mulai terbentuk ?,24 Oktober 1945,1,3,1,2,0.7230628728866577,True,"Perserikatan Bangsa-Bangsa (PBB, English: United Nations, disingkat UN) adalah organisasi internasional yang didirikan pada tanggal 24 Oktober 1945 untuk mendorong kerjasama internasional. Badan ini merupakan pengganti Liga Bangsa-Bangsa dan didirikan setelah Perang Dunia II untuk mencegah terjadinya konflik serupa. Pada saat didirikan, PBB memiliki 51 negara anggota; saat ini terdapat 193 anggota. Selain negara anggota, beberapa organisasi internasional, dan organisasi antar-negara mendapat tempat sebagai pengamat permanen yang mempunyai kantor di Markas Besar PBB, dan ada juga yang hanya berstatus sebagai pengamat.[3] Palestina dan Vatikan adalah negara bukan anggota (non-member states) dan termasuk pengamat permanen (Tahta Suci mempunyai wakil permanen di PBB, sedangkan Palestina mempunyai kantor permanen di PBB)[4]"
1,indonesian--6681782391154035358-9,Kapan PBB mulai terbentuk ?,24 Oktober 1945,1,3,2,1,0.6530225276947021,True,"Sebagai tindak lanjut Atlantic Charter tersebut, pada tanggal 25 April 1945, Konferensi PBB tentang Organisasi Internasional diadakan di San Francisco, dengan dihadiri oleh 50 pemerintah negara, dan sejumlah organisasi non-pemerintah yang terlibat dalam penyusunan Piagam Perserikatan Bangsa-Bangsa (Declaration of the United Nations). PBB resmi dibentuk pada 24 Oktober 1945 atas ratifikasi Piagam oleh lima anggota tetap Dewan Keamanan -Perancis, Republik Tiongkok, Uni Soviet, Inggris dan Amerika Serikat- dan mayoritas dari 46 negara anggota lainnya."
1,indonesian--6681782391154035358-9,Kapan PBB mulai terbentuk ?,24 Oktober 1945,1,3,3,2523,0.5543050169944763,True,"Organisasi Pendidikan, Keilmuan, dan Kebudayaan Perserikatan Bangsa-Bangsa atau Organisasi Pendidikan, Ilmu Pengetahuan, dan Kebudayaan PBB (English: United Nations Educational, Scientific and Cultural Organization, disingkat UNESCO) merupakan badan khusus PBB yang didirikan pada 1945. Tujuan organisasi adalah mendukung perdamaian, dan keamanan dengan mempromosikan kerja sama antar negara melalui pendidikan, ilmu pengetahuan, dan budaya dalam rangka meningkatkan rasa saling menghormati yang berlandaskan kepada keadilan, peraturan hukum, HAM, dan kebebasan hakiki. (Pasal 1 Konstitusi UNESCO).[2]"
1,indonesian--6681782391154035358-9,Kapan PBB mulai terbentuk ?,24 Oktober 1945,1,5,1,2,0.7230628728866577,True,"Perserikatan Bangsa-Bangsa (PBB, English: United Nations, disingkat UN) adalah organisasi internasional yang didirikan pada tanggal 24 Oktober 1945 untuk mendorong kerjasama internasional. Badan ini merupakan pengganti Liga Bangsa-Bangsa dan didirikan setelah Perang Dunia II untuk mencegah terjadinya konflik serupa. Pada saat didirikan, PBB memiliki 51 negara anggota; saat ini terdapat 193 anggota. Selain negara anggota, beberapa organisasi internasional, dan organisasi antar-negara mendapat tempat sebagai pengamat permanen yang mempunyai kantor di Markas Besar PBB, dan ada juga yang hanya berstatus sebagai pengamat.[3] Palestina dan Vatikan adalah negara bukan anggota (non-member states) dan termasuk pengamat permanen (Tahta Suci mempunyai wakil permanen di PBB, sedangkan Palestina mempunyai kantor permanen di PBB)[4]"
1,indonesian--6681782391154035358-9,Kapan PBB mulai terbentuk ?,24 Oktober 1945,1,5,2,1,0.6530225276947021,True,"Sebagai tindak lanjut Atlantic Charter tersebut, pada tanggal 25 April 1945, Konferensi PBB tentang Organisasi Internasional diadakan di San Francisco, dengan dihadiri oleh 50 pemerintah negara, dan sejumlah organisasi non-pemerintah yang terlibat dalam penyusunan Piagam Perserikatan Bangsa-Bangsa (Declaration of the United Nations). PBB resmi dibentuk pada 24 Oktober 1945 atas ratifikasi Piagam oleh lima anggota tetap Dewan Keamanan -Perancis, Republik Tiongkok, Uni Soviet, Inggris dan Amerika Serikat- dan mayoritas dari 46 negara anggota lainnya."
1,indonesian--6681782391154035358-9,Kapan PBB mulai terbentuk ?,24 Oktober 1945,1,5,3,2523,0.5543050169944763,True,"Organisasi Pendidikan, Keilmuan, dan Kebudayaan Perserikatan Bangsa-Bangsa atau Organisasi Pendidikan, Ilmu Pengetahuan, dan Kebudayaan PBB (English: United Nations Educational, Scientific and Cultural Organization, disingkat UNESCO) merupakan badan khusus PBB yang didirikan pada 1945. Tujuan organisasi adalah mendukung perdamaian, dan keamanan dengan mempromosikan kerja sama antar negara melalui pendidikan, ilmu pengetahuan, dan budaya dalam rangka meningkatkan rasa saling menghormati yang berlandaskan kepada keadilan, peraturan hukum, HAM, dan kebebasan hakiki. (Pasal 1 Konstitusi UNESCO).[2]"
1,indonesian--6681782391154035358-9,Kapan PBB mulai terbentuk ?,24 Oktober 1945,1,5,4,2683,0.5474531650543213,True,"Uni Afrika, disingkat UA (bahasa Inggris: African Union, disingkat AU) adalah sebuah uni yang terdiri dari 54negara Afrika. Satu-satunya negara Afrika penuh yang tidak bergabung dengan UA adalah Maroko. Didirikan pada 9 Juli 2002,[8] dibentuk sebagai penerus Organisasi Kesatuan Afrika (OAU). Keputusan terpenting UA dibuat oleh Majelis Uni Afrika, pertemuan semitahunan kepala negara dan pemerintahan negara-negara anggotanya. Sekretariat UA, Komisi Uni Afrika, bermarkas di Addis Ababa, Ethiopia."
1,indonesian--6681782391154035358-9,Kapan PBB mulai terbentuk ?,24 Oktober 1945,1,5,5,1401,0.5319966077804565,True,"Tujuan utama dibentuknya VOC seperti tercermin dalam perundingan 15 Januari 1602 adalah untuk “menimbulkan bencana pada musuh dan guna keamanan tanah air”. Yang dimaksud musuh saat itu adalah Portugis dan Spanyol yang pada kurun Juni 1580 – Desember 1640 bergabung menjadi satu kekuasaan yang hendak merebut dominasi perdagangan di Asia. Untuk sementara waktu, melalui VOC bangsa Belanda masih menjalin hubungan baik bersama masyarakat Nusantara."
1,indonesian--6681782391154035358-9,Kapan PBB mulai terbentuk ?,24 Oktober 1945,1,10,1,2,0.7230628728866577,True,"Perserikatan Bangsa-Bangsa (PBB, English: United Nations, disingkat UN) adalah organisasi internasional yang didirikan pada tanggal 24 Oktober 1945 untuk mendorong kerjasama internasional. Badan ini merupakan pengganti Liga Bangsa-Bangsa dan didirikan setelah Perang Dunia II untuk mencegah terjadinya konflik serupa. Pada saat didirikan, PBB memiliki 51 negara anggota; saat ini terdapat 193 anggota. Selain negara anggota, beberapa organisasi internasional, dan organisasi antar-negara mendapat tempat sebagai pengamat permanen yang mempunyai kantor di Markas Besar PBB, dan ada juga yang hanya berstatus sebagai pengamat.[3] Palestina dan Vatikan adalah negara bukan anggota (non-member states) dan termasuk pengamat permanen (Tahta Suci mempunyai wakil permanen di PBB, sedangkan Palestina mempunyai kantor permanen di PBB)[4]"
